gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene370	3.09077021645798986e1	1.69425009958796946e-1	4.08568322795201000e-1	4.14679750010190917e-1	6.78376337077132407e-1	9.28185070597554063e-1
gene371	7.84431971961406660e0	4.44296220115251994e-3	6.23760107241309147e-1	7.12287007388516177e-3	9.94316817732265212e-1	9.99340791286728369e-1
gene372	3.91953200065773544e1	1.18103612095364810e-1	2.81595871060356051e-1	4.19408181130791480e-1	6.74917823148417750e-1	9.28185070597554063e-1
gene373	8.19930309547806132e2	-8.94103214844847310e-2	1.08294566246739596e-1	-8.25621493148337771e-1	4.09018832448786118e-1	8.44334055459097677e-1
gene374	1.22239102749739406e1	-1.25157782652005473e-1	6.26579058272532907e-1	-1.99747790800834019e-1	8.41677862682184141e-1	9.77617272669236814e-1
gene375	5.88420654878053597e2	-5.86833567630303671e-2	9.48700213614563220e-2	-6.18565864336066973e-1	5.36202351101774721e-1	9.16585215558589295e-1
gene376	9.38691772234775090e3	2.16735800335415796e0	7.66697806818917721e-2	2.82687387922325790e1	8.37611682283852633e-176	8.37611682283852639e-174
gene377	1.88657448458851071e1	5.88814333245455623e-1	4.54416801752369481e-1	1.29575827956802736e0	1.95058787047300758e-1	6.55659788394288290e-1
gene378	8.51234904370605250e0	-1.28077216828777152e0	5.80341153571499957e-1	-2.20692976950836917e0	2.73189637714459400e-2	1.58370804472150378e-1
gene379	2.18358295044286450e1	2.26545682374229207e0	4.71496240405753719e-1	4.80482478883122521e0	1.54887082772126704e-6	1.26438434916021797e-5
gene380	1.36688880576438896e3	1.43140384366649387e-1	7.89359424489713690e-2	1.81337398307727016e0	6.97741547806110946e-2	3.61858140256901994e-1
gene381	2.24987157682125741e2	-1.90355694459611285e-1	1.42029662935044404e-1	-1.34025308886826156e0	1.80163086091720298e-1	6.27721118973123882e-1
gene382	1.08866519304255846e2	-2.38147051553528888e-1	1.78896807522217260e-1	-1.33119788358410673e0	1.83123917058672619e-1	6.27721118973123882e-1
gene383	4.40629260183119129e1	-8.83319891357099568e-2	2.92764687732317064e-1	-3.01716678401031613e-1	7.62868077151551693e-1	9.39796242969875850e-1
gene384	3.21670693834188413e1	-6.14321813257474481e-1	3.16959929519858685e-1	-1.93816869592339103e0	5.26026400895291471e-2	2.84338595078535927e-1
gene385	2.72182357991546894e2	1.18366300066605104e-1	1.35687080968842216e-1	8.72347604660944298e-1	3.83018776200320987e-1	8.44334055459097677e-1
gene386	1.27585027701648028e3	-2.02321746506000343e-2	1.10442823540898988e-1	-1.83191392631388977e-1	8.54647867265228678e-1	9.77617272669236814e-1
gene387	8.02342308767826928e0	2.80805792387064601e-1	6.86669902908250585e-1	4.08938547033689426e-1	6.82584740710916349e-1	9.28185070597554063e-1
gene388	3.25211597660666803e3	-7.51647299159238641e-2	9.11498236720326149e-2	-8.24628363367712836e-1	4.09582606803926441e-1	8.44334055459097677e-1
gene389	1.44371094372170763e1	6.90796808500323656e-1	4.64002166174910968e-1	1.48877927487933293e0	1.36545503397618284e-1	5.35691148430651021e-1
gene390	6.69667224324662058e0	-4.94026418923472765e-1	7.12668922274605765e-1	-6.93206064530921706e-1	4.88180210272511184e-1	8.87518179371006077e-1
gene391	1.61998695749420312e3	-1.95364942599737697e-2	1.00349320250626886e-1	-1.94684868927666926e-1	8.45639683427572342e-1	9.77617272669236814e-1
gene392	1.52554932982481887e2	-1.41412860385297184e-1	1.43078429128657481e-1	-9.88359050672393158e-1	3.22976849057437898e-1	8.07442122643594828e-1
gene393	4.29102672921757573e2	1.29153262635195609e-1	1.24028131610412595e-1	1.04132232710625416e0	2.97725994642405623e-1	7.83169989039814052e-1
gene394	2.30453808151421136e1	-1.17162355430147705e-1	3.44393445003780774e-1	-3.40199144698765943e-1	7.33706571586394074e-1	9.39796242969875850e-1
gene395	6.23508173760027034e2	2.04388021692780780e-1	1.33318095637567219e-1	1.53308536785899774e0	1.25254822567174989e-1	5.27388726598631563e-1
gene396	1.19774382184489752e2	4.57058170951860840e-2	1.63398611845976066e-1	2.79719739224404296e-1	7.79692563583010645e-1	9.39796242969875850e-1
gene397	3.76260481821746362e3	6.79993624658489643e-2	1.00339477387798748e-1	6.77693010130404172e-1	4.97966323795708599e-1	8.91768367667495565e-1
gene398	2.37594597790523994e3	5.66013780696313015e-2	1.04092678424527449e-1	5.43759454808055653e-1	5.86606965418508430e-1	9.28116350725669781e-1
gene399	1.98047023870471293e2	-4.21541860436669621e-2	1.45718300241846593e-1	-2.89285463621962780e-1	7.72362963462290608e-1	9.39796242969875850e-1
gene400	7.75006783991633963e0	-2.58101866931230231e-2	6.76133282238068012e-1	-3.81732231960076746e-2	9.69549495187083776e-1	9.91368349411208882e-1
