gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene9454	1.25916972154842757e1	7.83160790532495099e-1	4.84742736907936400e-1	1.61562150580759512e0	1.06176169003839957e-1	5.19578981598946221e-1
gene9455	5.57569455495018246e2	-6.90078453676037512e-2	1.18094447156817772e-1	-5.84344539722245759e-1	5.58988484649313166e-1	9.32256572116987758e-1
gene9456	2.24168378945825737e2	3.22058925520176287e-1	1.24061517257653894e-1	2.59596152488862986e0	9.43266232798028494e-3	8.49835115435439020e-2
gene9457	6.40686702138963028e2	-7.49428247454935192e-2	1.46767230142655580e-1	-5.10623690810613540e-1	6.09614538607600509e-1	9.50254985451767453e-1
gene9458	2.32534113721975082e1	1.37154543292173192e-1	2.89319561895133026e-1	4.74059003801085288e-1	6.35457793199977750e-1	9.56156416859983538e-1
gene9459	6.57738600466034313e1	3.44263417162710805e-1	2.27731750804556932e-1	1.51170583788363877e0	1.30608713764084533e-1	5.80749886448273522e-1
gene9460	2.44794775847917833e2	-1.00478072603333635e-1	1.37870278031154175e-1	-7.28787045606949846e-1	4.66131911401893306e-1	9.00760483111444965e-1
gene9461	1.02534156588195358e0	1.27357215763687259e0	1.57604472981989274e0	8.08081226084499393e-1	4.19043814652183155e-1	8.81593296070829480e-1
gene9462	1.44296659428877689e2	1.04480325630353810e0	2.05477544649311311e-1	5.08475638097926730e0	3.68098228257131461e-7	4.75118496822303990e-6
gene9463	2.63389523285817928e0	5.94512496304275384e-1	1.01258791471557474e0	5.87121856447662238e-1	5.57121822445897807e-1	9.31810747913333959e-1
gene9464	4.77632634199387951e2	1.22078323590640991e0	1.17530561343589149e-1	1.03869429529700703e1	2.84320310139565799e-25	7.09163887455745500e-24
gene9465	1.15269634330721207e1	2.49924315262259528e-1	4.60201655560489697e-1	5.43075654427777388e-1	5.87077666573044832e-1	9.42807561586254339e-1
gene9466	3.50769994035835211e1	-1.27694610775418216e-1	3.07545161801157485e-1	-4.15206046577246524e-1	6.77991051352459184e-1	9.64766045495786262e-1
gene9467	7.23515660554525919e0	-8.31892473003475352e-1	4.91647208871809016e-1	-1.69205165409650715e0	9.06361215535280706e-2	4.74589402638008639e-1
gene9468	3.09387199854374194e3	7.65469091391328543e-2	9.93090466112492021e-2	7.70794925046254797e-1	4.40828478771180643e-1	8.90392125009065172e-1
gene9469	1.24811785542219482e2	2.37139489796267977e0	3.22354094439830263e-1	7.35649070033859243e0	1.88808011502166831e-13	3.22983249890702421e-12
gene9470	1.62413357262597901e3	-1.10561516963057868e-1	1.21289986652153930e-1	-9.11546946411461723e-1	3.62007268328042142e-1	8.53392188034918231e-1
gene9471	6.06020858200152333e1	-1.37524179004778813e-1	2.62904619156029640e-1	-5.23095331859347978e-1	6.00907867543910457e-1	9.48478765427102077e-1
gene9472	6.32939844936126974e1	-3.86328435473453802e-1	2.24759319982046485e-1	-1.71885390783489322e0	8.56409726420377521e-2	4.59343055867823147e-1
gene9473	5.38991593683035930e1	6.37310081781451321e-1	2.31074750977621368e-1	2.75802561329243723e0	5.81516406232840486e-3	5.48204373690363220e-2
gene9474	6.80246723858661971e3	6.77164228516018429e-2	1.06258327497413652e-1	6.37281090776156578e-1	5.23941723643444157e-1	9.21618028659310751e-1
gene9475	1.03974148259857174e2	3.44145579596354256e0	3.42524284825751368e-1	1.00473337174159099e1	9.43866275668635860e-24	2.21558433542994645e-22
gene9476	1.13464473481683370e2	9.41859761271292562e-2	1.45880438417300168e-1	6.45638148260182398e-1	5.18513684894154725e-1	9.18409755828294649e-1
gene9477	1.04356346008533342e3	4.87724185184544023e-2	1.09733991493484409e-1	4.44460443429238794e-1	6.56709690629514675e-1	9.59468048983048383e-1
gene9478	1.54719216083573374e0	-6.75294996157403626e-1	1.34339536312117303e0	-5.02677778035841460e-1	6.15190791777792678e-1	9.52133313650965984e-1
gene9479	9.88017292037466532e0	-5.91045772621193177e-1	5.26375952007311021e-1	-1.12285861534377984e0	2.61497563848061776e-1	7.75700878201157518e-1
gene9480	1.92063004293147799e1	2.09212640386897242e-1	3.58485912406056706e-1	5.83600730591394279e-1	5.59488921286646512e-1	9.32532962018008726e-1
gene9481	4.74421584541395646e2	1.25659510251120682e-1	1.05424462667087770e-1	1.19193882588647071e0	2.33285248805535944e-1	7.45771851691614640e-1
gene9482	1.20319348766123630e3	-1.61170437341566525e-1	1.06959141371462785e-1	-1.50684116640232868e0	1.31851375936284820e-1	5.83925793563160100e-1
gene9483	1.11293518978673575e2	-3.07142303229589020e-1	1.59412630680552558e-1	-1.92671246888254655e0	5.40154685399693787e-2	3.45910755955350202e-1
gene9484	2.09422888421865537e2	-1.39926169477627392e-2	1.53400867465584428e-1	-9.12160223011906357e-2	9.27320880484280630e-1	9.93766132701380478e-1
gene9485	4.80301553764541467e1	2.86531368177704726e0	2.87195000790588684e-1	9.97689261264795313e0	1.92397873731057835e-23	4.47931918876898543e-22
gene9486	3.87287991535605715e3	1.26662454574490740e-1	9.48774220426367720e-2	1.33501155330264099e0	1.81872574416194893e-1	6.73956588981098559e-1
gene9487	3.59035694412198225e1	5.40705728302409594e-1	2.53882686210824049e-1	2.12974636582113286e0	3.31925557180132794e-2	2.43285929718384197e-1
gene9488	0	NA	NA	NA	NA	NA
gene9489	2.25729204313521103e0	2.51944611679892572e-1	9.96518130322882945e-1	2.52824915085347934e-1	8.00403548706504653e-1	9.83589353099556307e-1
gene9490	1.96053999058224747e2	-1.94787192456115837e-1	1.39911577401192116e-1	-1.39221639891579230e0	1.63856884620610377e-1	6.44083600316399218e-1
gene9491	1.01084241502171636e2	-1.81233828150150267e-1	1.78446658897819938e-1	-1.01561906100985788e0	3.09810840212867367e-1	8.19623023311062515e-1
gene9492	6.34101028957895551e2	1.36416497475304339e-2	1.37579821853872714e-1	9.91544367750352429e-2	9.21015594722028208e-1	9.93766132701380478e-1
gene9493	1.22580470600962226e1	-2.77566424844149062e-1	5.00842671606714029e-1	-5.54198834443778598e-1	5.79442728046873579e-1	9.40867201723310953e-1
gene9494	9.62949991651614567e0	1.05379155282675985e0	9.97763807599310049e-1	1.05615331484337616e0	2.90898193016466799e-1	8.03953694165187471e-1
gene9495	4.14614953330282219e2	-1.26561289216643891e-1	1.30946736695716021e-1	-9.66509684855586082e-1	3.33789215624335056e-1	8.36950840233690707e-1
gene9496	2.00456834427371753e1	-2.31324760990705258e-1	4.61885589827248755e-1	-5.00826971192636083e-1	6.16492858383485332e-1	9.52133313650965984e-1
gene9497	2.45038632817382123e1	6.41205487592323653e-1	3.34300493240847207e-1	1.91805127589317181e0	5.51045051690474894e-2	3.50184210304192389e-1
gene9498	8.16266975586119088e1	-1.84754010131688629e-1	1.89328656226270958e-1	-9.75837539938407161e-1	3.29144991697805867e-1	8.33062044646377120e-1
gene9499	1.13928708442851203e2	-2.23805044564995698e-1	1.81022570376825870e-1	-1.23633778980771103e0	2.16333043932725677e-1	7.24230989582407614e-1
gene9500	5.12364385885248765e1	1.14818794057889736e-1	2.42654795587988026e-1	4.73177518621328008e-1	6.36086496844866955e-1	9.56156416859983538e-1
gene9501	7.26954063991532706e0	5.16343522508401875e-1	6.02643682721362706e-1	8.56797370175267470e-1	3.91556878248099427e-1	8.68570225391974815e-1
gene9502	7.04569153221089728e0	2.49414763236635362e-1	6.28396875685948153e-1	3.96906434272732755e-1	6.91436444794159666e-1	9.66360389202550629e-1
gene9503	7.80749569124710441e-2	-3.03623812200539855e-1	3.05094475038077251e0	-9.95179647755490004e-2	9.20726969258792272e-1	9.93766132701380478e-1
gene9504	4.53869150111294317e1	4.26198486215872974e-2	2.23033055371465699e-1	1.91092071758615117e-1	8.48453482653876989e-1	9.85898868306747667e-1
gene9505	6.86857792650333181e1	6.97070164959719546e-2	2.42058826017523543e-1	2.87975520838581633e-1	7.73365505321683355e-1	9.79794598361033553e-1
gene9506	1.62424379639533129e2	1.32083270332628983e-1	1.70189992441734855e-1	7.76093050111910432e-1	4.37694030923238164e-1	8.88693903398461771e-1
gene9507	4.27457005892037234e0	-2.80705449271593521e-1	7.98699587672682232e-1	-3.51453104025678309e-1	7.25248453351670874e-1	9.72471624804733481e-1
gene9508	6.91523214161549160e-1	8.14521293141504898e-1	2.04422412655075147e0	3.98450092904371667e-1	6.90298424199334293e-1	9.65913204928893099e-1
gene9509	1.01519765121056253e2	-4.73816905754170070e-1	1.74285837250077763e-1	-2.71861967231625190e0	6.55549357833677508e-3	6.13066314043517538e-2
gene9510	4.96991275549865622e3	-9.25030991315067006e-4	1.20785324119885684e-1	-7.65847173947164193e-3	9.93889478968046025e-1	9.98398277451191585e-1
gene9511	1.08262910061918305e1	4.13382794014502175e-1	5.01423649608605859e-1	8.24418222668944045e-1	4.09701957513347426e-1	8.76616757915490541e-1
gene9512	5.65176744704348766e3	-2.32965477778780648e-2	9.74645876034597319e-2	-2.39025766698581915e-1	8.11085638310640067e-1	9.84759973047995896e-1
gene9513	9.85407776653255922e1	-2.62515396250673050e-1	1.74168186547922710e-1	-1.50725227984412302e0	1.31746005396929211e-1	5.83810627768375445e-1
gene9514	2.27936538863772881e2	1.69468115011755449e0	1.68157977819566623e-1	1.00779110934358762e1	6.91812147243151248e-24	1.64328060576981648e-22
gene9515	2.29335264986263851e1	-2.09927781965586535e-1	3.22670788424023747e-1	-6.50594319339868776e-1	5.15308358335257233e-1	9.17827507370397311e-1
gene9516	1.09226959523348705e3	2.38306307828372796e-2	1.06726738650331721e-1	2.23286414296921948e-1	8.23312634194777737e-1	9.84759973047995896e-1
gene9517	3.63883538890685770e2	1.40833319935521773e-2	1.33639626159994057e-1	1.05382904743324693e-1	9.16071930896999120e-1	9.93766132701380478e-1
gene9518	9.89493752778002715e1	6.05729632096878023e-1	2.00552682279322214e-1	3.02030182400273572e0	2.52522911228525437e-3	2.52637002905285318e-2
gene9519	1.52570498527305318e1	-3.57885912590049371e-1	4.64665200426953917e-1	-7.70201668343591717e-1	4.41180257259262187e-1	8.90537966871248421e-1
gene9520	2.74732523473461981e2	5.65095166901249599e-2	1.10545774261571722e-1	5.11186583726059074e-1	6.09220367071255708e-1	9.50134454254765282e-1
gene9521	1.65120515501647390e2	-1.09770760522581487e-1	1.58508751931921571e-1	-6.92521764159289455e-1	4.88609690238278382e-1	9.09342090262610148e-1
gene9522	1.31961601208719060e2	3.38021960988089176e-1	1.68691752798757449e-1	2.00378474572693532e0	4.50931194871136143e-2	3.05251623049825782e-1
gene9523	1.66146717064583868e2	-3.08516163174897606e-1	1.69252140694784003e-1	-1.82281985863476548e0	6.83306742653189275e-2	4.01699707207534173e-1
gene9524	5.42206592909837060e0	-2.13782887255437676e-1	6.88550494886021713e-1	-3.10482511948271755e-1	7.56194077424049538e-1	9.75179623243886406e-1
gene9525	1.33397856680488673e2	-1.44811835203678796e-1	1.62640366923846230e-1	-8.90380647453191232e-1	3.73261534218550406e-1	8.60753499011526535e-1
gene9526	5.48265179958451210e0	-5.76805488513488340e-1	7.27005704746856996e-1	-7.93398847832056164e-1	4.27545469263590716e-1	8.85743302370431418e-1
gene9527	4.12056701842987205e-1	-1.54732011149851623e0	2.16830081739070479e0	-7.13609522760100257e-1	4.75468638809488753e-1	9.03195343573867770e-1
gene9528	4.53833736043097304e2	-1.36359400017376758e-1	1.44682914316523942e-1	-9.42470648048063353e-1	3.45951742119581018e-1	8.45325192337068376e-1
gene9529	1.39530473842576850e1	-1.16835846374046565e-1	4.05813567528313046e-1	-2.87905224770226731e-1	7.73419315899316673e-1	9.79794598361033553e-1
gene9530	6.26670975162057431e0	-1.02146436074807756e0	7.10852899252191861e-1	-1.43695603101942027e0	1.50730491545812612e-1	6.22313645331779464e-1
gene9531	1.01116764448669336e1	-1.11748771620358150e-1	5.02530386538572293e-1	-2.22372168158991024e-1	8.24024209878109315e-1	9.84759973047995896e-1
gene9532	1.07513332390642702e2	-4.19304267686197870e-4	1.95993222317844218e-1	-2.13938146802958220e-3	9.98293041400368120e-1	9.99509600854885494e-1
gene9533	7.85961575428150809e2	-8.74677870883245612e-2	1.06721544480456690e-1	-8.19588842291745778e-1	4.12450528897265578e-1	8.78457633031122676e-1
gene9534	8.15878195525263916e-2	6.46804569219356251e-1	3.05255689792561036e0	2.11889439197316010e-1	8.32193321348956960e-1	9.84759973047995896e-1
gene9535	3.05810086276145057e2	3.12804756069994597e-2	1.61465241747100946e-1	1.93728850051785778e-1	8.46388225594894905e-1	9.85898868306747667e-1
gene9536	6.00906566803433932e1	9.06435682424902578e-2	2.30284950184674403e-1	3.93614815774108062e-1	6.93865427948613389e-1	9.67388164159571740e-1
gene9537	8.81112843155866699e2	5.68930948748423287e-2	1.04850632122919576e-1	5.42610890587143291e-1	5.87397691437541059e-1	9.42807561586254339e-1
gene9538	2.84420760788852931e1	-2.73442338604343682e0	3.52013212598171865e-1	-7.76795667941254386e0	7.97623229509412079e-15	1.44114536182167466e-13
gene9539	3.54250865784522489e2	4.96762651937938601e-2	1.52351774487845482e-1	3.26062924838180945e-1	7.44376762253178947e-1	9.73736332150715866e-1
gene9540	1.29095986624776515e3	-8.78074901497300636e-2	1.15384426063046858e-1	-7.60999496602352887e-1	4.46657348892253114e-1	8.91142256961955481e-1
gene9541	4.17402883824035786e0	7.54029587279520408e-1	9.78449329034447590e-1	7.70637339006212119e-1	4.40921905569499895e-1	8.90392125009065172e-1
gene9542	2.25833731618327647e2	1.22942437760126463e-1	1.09849329002872531e-1	1.11919152238892194e0	2.63058458966003827e-1	7.76858682717358362e-1
gene9543	4.30906953309330731e1	1.75997248673053164e-1	2.78143730092379859e-1	6.32756483903481159e-1	5.26892635404121457e-1	9.21618384122292800e-1
gene9544	2.75759594730968294e0	-5.82781860793988971e-1	1.75270216091447617e0	-3.32504788200820911e-1	7.39508137265334708e-1	9.72962281455776123e-1
gene9545	8.29366026028382081e-2	1.37647333541450778e0	3.05204879897493564e0	4.50999779517552768e-1	6.51989674852590517e-1	9.58477063235848026e-1
gene9546	1.15394571273459562e2	3.25626189486651674e-1	1.96127262818175357e-1	1.66028008960963014e0	9.68581160155093795e-2	4.92583630141297912e-1
gene9547	1.64495705026708094e2	-2.68782269741859148e0	1.61460440684928958e-1	-1.66469426567685481e1	3.18461510838591537e-62	1.87769806198292610e-60
gene9548	2.26038478012043782e2	-9.60043893834001821e-2	1.44011470658543528e-1	-6.66644045397120633e-1	5.04999490452374911e-1	9.15618739050953145e-1
gene9549	9.59266374444291614e1	1.19438349296253479e-1	1.63986557976892017e-1	7.28342315185882549e-1	4.66404039626583278e-1	9.00762293411975778e-1
gene9550	1.01106455663321899e1	2.32997831899582186e0	1.18747345888919420e0	1.96213085989759128e0	4.97472465710894693e-2	3.27198969278957752e-1
gene9551	3.00057810345944574e2	1.36666987596580025e-1	1.35909667142291829e-1	1.00557223389779415e0	3.14621401267535350e-1	8.22833944796896866e-1
gene9552	2.10707195735907699e4	-4.20585149739452074e-2	1.03165452583848585e-1	-4.07680225507291716e-1	6.83508438378882532e-1	9.65325175224779564e-1
gene9553	1.77782667702867320e3	-1.69032567307844078e-1	1.05365124636194615e-1	-1.60425537284258746e0	1.08657771653749458e-1	5.27331876116549858e-1
gene9554	3.47029852545363298e1	-6.47401632190495735e-2	2.92856589990361571e-1	-2.21064389301194431e-1	8.25042331132617601e-1	9.84759973047995896e-1
gene9555	2.23497893347394324e2	-1.27827704441970641e-1	1.62714444988740548e-1	-7.85595307477563010e-1	4.32104600374142667e-1	8.86700588879661300e-1
gene9556	8.79517967986853080e1	-1.42236527768534876e-1	1.99012596296735927e-1	-7.14711181177971278e-1	4.74787498872042635e-1	9.02742736314630756e-1
gene9557	1.45758099954006468e2	-3.04116455376121364e-2	1.84163776718803407e-1	-1.65133698273614210e-1	8.68838757288648011e-1	9.89189365783333607e-1
gene9558	5.55666917726779559e1	-3.93260800940219202e-1	2.18482429928346350e-1	-1.79996533849057472e0	7.18661068030627542e-2	4.15256492455273296e-1
gene9559	2.44578363606146620e0	-4.33801874775524843e-1	9.90372826532997519e-1	-4.38018757334181885e-1	6.61372657003650555e-1	9.60586798774127892e-1
gene9560	6.47619422239484521e1	1.83454040003004026e0	2.75464463993183306e-1	6.65980785120594732e0	2.74185784322525548e-11	4.30934423956120757e-10
gene9561	2.36708103066097060e1	2.06110418760429515e-1	3.18466931269237141e-1	6.47195669387037209e-1	5.17505273230141838e-1	9.18004302728968047e-1
gene9562	2.25071014643490315e2	5.18971099536877228e-2	1.42129536373407389e-1	3.65139514824996902e-1	7.15007264401752662e-1	9.70644390542815150e-1
gene9563	1.19859613934925040e1	2.87199547629465313e0	6.30121942807642665e-1	4.55784076253219350e0	5.16821981487867387e-6	6.28033248114128617e-5
gene9564	7.96113894650489897e2	7.08792789098227766e-2	1.07130471674728014e-1	6.61616417829542058e-1	5.08217044730596479e-1	9.16899858626727959e-1
gene9565	5.00972787118847962e-1	-1.40099279510901753e0	2.09340411393673742e0	-6.69241445443799043e-1	5.03341435118407010e-1	9.15618739050953145e-1
gene9566	7.62485792595838006e2	3.85553196631947467e-2	1.10100247042256821e-1	3.50183770690333629e-1	7.26200790841314170e-1	9.72471624804733481e-1
gene9567	2.16287248465129920e2	4.55622551653224392e-2	1.33966777706626128e-1	3.40101150041088762e-1	7.33780365119947486e-1	9.72471624804733481e-1
gene9568	3.47417559477925550e1	-1.92035900755584826e-1	2.84400909047794526e-1	-6.75229560265971362e-1	4.99529892821761856e-1	9.14981317198588329e-1
gene9569	4.32402499902387603e2	-6.31868720224114527e-2	1.32068030962069066e-1	-4.78441842148454533e-1	6.32335718854129314e-1	9.54755552772478477e-1
gene9570	2.46242840377718153e1	3.36347120099406482e-1	3.92528432158622653e-1	8.56873267115302761e-1	3.91514927287194947e-1	8.68570225391974815e-1
gene9571	4.74281077375598592e0	-1.13967399910286860e0	7.53503389890312847e-1	-1.51250016176937230e0	1.30406672413236918e-1	5.80572215946197456e-1
gene9572	1.27890428856479588e2	-1.80974023010987284e0	1.74669232133533747e-1	-1.03609560081327636e1	3.73212961939569218e-25	9.27401635722403442e-24
gene9573	2.53939620514639671e2	-1.10613035801002107e-2	1.73807122972121003e-1	-6.36412558412491891e-2	9.49255799081492824e-1	9.93897460490620999e-1
gene9574	1.23040512610734004e3	2.24020333147177864e0	1.46652530221707184e-1	1.52755859587630116e1	1.11223772044261896e-52	5.24013842333355869e-51
gene9575	6.06893760087931078e0	-7.30639335671177226e-1	6.35791350466342053e-1	-1.14918099331685752e0	2.50481373656363637e-1	7.65112262498098050e-1
gene9576	2.18714035367810773e1	-4.57417748531349033e-1	3.25564405463280693e-1	-1.40499925930305558e0	1.60021504169868795e-1	6.38068938895821391e-1
gene9577	1.36989486384269128e1	-1.12325498309034474e-1	4.08338294296925808e-1	-2.75079510978601172e-1	7.83255184193925591e-1	9.81418418025981398e-1
gene9578	2.56036197906016071e2	2.57888494331046658e0	1.41662153599549728e-1	1.82044736563899257e1	4.75602667002639096e-74	3.86868797987575297e-72
gene9579	5.78081425873429339e2	1.14584204327793787e-1	1.25051872808366327e-1	9.16293388931379460e-1	3.59513041939134470e-1	8.52254413356736462e-1
gene9580	1.92150521063095255e2	-6.41552462588532713e-2	1.33435362831766435e-1	-4.80796431300894056e-1	6.30661146613180290e-1	9.54024317455797854e-1
gene9581	6.69267534944832369e3	-1.48697970859980100e-1	9.08331056222817235e-2	-1.63704598495533449e0	1.01620858753715113e-1	5.06807330856553717e-1
gene9582	1.54461508727481646e3	6.57574087180642364e-2	8.44404296715973168e-2	7.78743179941238983e-1	4.36130999179809686e-1	8.88315678365343087e-1
gene9583	2.05458853985199681e2	7.69647276861837037e-2	1.55142911781437021e-1	4.96089230261518133e-1	6.19831414284749860e-1	9.53275105201780826e-1
gene9584	6.16369999700412905e2	1.12525665082840634e-1	1.07901401361929022e-1	1.04285638242454937e0	2.97014830319540568e-1	8.09350275042080125e-1
gene9585	1.41597147709411022e1	-2.66087021873504914e-1	4.45345141170062742e-1	-5.97484955543491458e-1	5.50183602078980205e-1	9.29826751456644507e-1
gene9586	6.19071014652236613e1	3.98999761183827240e-1	2.75947024433679799e-1	1.44592884088054929e0	1.48197165311354434e-1	6.16451953139215747e-1
gene9587	6.02031293518728674e1	6.86242741211319895e-1	2.31754180961134537e-1	2.96108030657882138e0	3.06562000682774087e-3	3.03953935900845990e-2
gene9588	6.95987843295542632e1	-6.90834581787686114e-2	2.37931983609584063e-1	-2.90349608029686845e-1	7.71548818639765099e-1	9.79262752157653349e-1
gene9589	3.47022355300239951e2	1.20754473504606774e-1	1.54911797899909137e-1	7.79504693261826809e-1	4.35682458710811793e-1	8.88315678365343087e-1
gene9590	1.51783816000271821e0	9.99334516011224139e-1	1.50936486159955541e0	6.62089426775296253e-1	5.07913873416485973e-1	9.16752520823570616e-1
gene9591	4.31360604356884636e0	-1.91982366570380747e0	7.66698722332927907e-1	-2.50401312768870321e0	1.22793471104336426e-2	1.07331187966593009e-1
gene9592	4.67173135445811916e0	2.56914265438867417e-1	7.24748584669226981e-1	3.54487433122925355e-1	7.22973623586822378e-1	9.72103405238609941e-1
gene9593	1.19269468627375568e3	-5.42648436780022378e-2	1.08779148771267514e-1	-4.98853358304046035e-1	6.17882650889740925e-1	9.52962469504444187e-1
gene9594	3.00938862794848916e0	-7.71793288706595776e-2	1.04843711580988042e0	-7.36136938561558762e-2	9.41317697324218883e-1	9.93897460490620999e-1
gene9595	1.27988064583349974e1	-1.13629598267588849e0	5.92319822060463741e-1	-1.91838250275523614e0	5.50625234553756560e-2	3.50031944597172240e-1
gene9596	2.01535034590936446e0	1.35389674569419971e0	1.22711997450498944e0	1.10331245014600210e0	2.69891519472808983e-1	7.83605491196621595e-1
gene9597	5.40016262109586569e3	9.20698593806435796e-3	9.62630862084624950e-2	9.56439929437351843e-2	9.23803264603143548e-1	9.93766132701380478e-1
gene9598	9.72549057093238645e1	5.03047659878310405e-2	1.97587409367352224e-1	2.54594997469221374e-1	7.99035958313285444e-1	9.83109412133441274e-1
gene9599	2.11810870639200388e1	2.19011156411585706e0	4.81470877876955750e-1	4.54879342603886361e0	5.39543753674177200e-6	6.54447198233273198e-5
gene9600	1.82765234129226499e1	-2.16967132768725812e-1	3.40801826278496089e-1	-6.36637236184951716e-1	5.24361122690792048e-1	9.21618028659310751e-1
gene9601	6.74728848850015339e0	2.02010343985757901e0	1.19254851405456508e0	1.69393816356317117e0	9.02770302529651708e-2	4.73082023642214800e-1
gene9602	5.45686871664585738e1	5.90482178184108863e-1	2.59501946955590923e-1	2.27544411558946491e0	2.28792995362134648e-2	1.81875373138092600e-1
gene9603	2.46374929969488818e2	-1.00510588216609312e-1	1.22097459194499491e-1	-8.23199670817861828e-1	4.10394449136813555e-1	8.77518245393776763e-1
gene9604	1.97827112987921453e2	1.02968549824828115e-2	1.78359241425308707e-1	5.77309866323625007e-2	9.53962828141876940e-1	9.93897460490620999e-1
gene9605	8.40904084958251872e1	4.76963013894879384e-2	2.23757964547823457e-1	2.13160239841625326e-1	8.31202011402830121e-1	9.84759973047995896e-1
gene9606	2.52014372985123103e1	1.87329947071386754e-1	3.45098495175470588e-1	5.42830379414248054e-1	5.87246546808325220e-1	9.42807561586254339e-1
gene9607	3.64980350478521700e1	-2.34804817282422973e-1	2.80101292595202389e-1	-8.38285375647155218e-1	4.01870443132742394e-1	8.73187533928524107e-1
gene9608	1.13738890782736419e1	-3.16898065317418931e-1	4.67569913214456401e-1	-6.77755467923082278e-1	4.97926715273443787e-1	9.13515394637015365e-1
gene9609	2.57086147978728841e0	-1.59842725662670382e-1	1.10272879265830492e0	-1.44951983413205171e-1	8.84748773540099065e-1	9.91598566066091647e-1
gene9610	4.51025244153021276e1	-4.54452927729908140e-1	2.77556378516300106e-1	-1.63733555740719328e0	1.01560372418544750e-1	5.06750504826456338e-1
gene9611	4.19341445486978159e1	-1.11367962725074676e0	2.97040623824314509e-1	-3.74925023019556969e0	1.77364061215581898e-4	1.96699408790502626e-3
gene9612	5.90464695079812287e1	2.63521874098708642e-1	2.03190378691385259e-1	1.29692102448884938e0	1.94658372896871906e-1	6.92328178721806520e-1
gene9613	1.20184570966259093e3	3.90010868886460152e-2	1.26585900975882709e-1	3.08099769310616556e-1	7.58006438752677481e-1	9.75784373306799679e-1
gene9614	1.31140308622342559e3	8.61870849750454582e-2	9.42466099512138111e-2	9.14484722789070892e-1	3.60462208927792072e-1	8.52603936594747425e-1
gene9615	2.43083618473819918e1	3.04476364448006354e-1	3.32527090921272694e-1	9.15643785907634511e-1	3.59853765211573307e-1	8.52254413356736462e-1
gene9616	1.98290895699601697e3	1.10036356521428638e-1	1.04731598537139328e-1	1.05065097886774028e0	2.93418935298924821e-1	8.05266244412230159e-1
gene9617	2.91735772454613818e0	-5.77070774738437819e-1	1.17148670718293468e0	-4.92596946427258708e-1	6.22297363642055457e-1	9.53275105201780826e-1
gene9618	1.51579429862377197e2	-5.97507296263938194e-3	1.67101034250035446e-1	-3.57572470419231722e-2	9.71475850807686059e-1	9.95272823422040376e-1
gene9619	5.15935628124241319e0	1.51430412898518718e-1	7.45689509192657418e-1	2.03074350693855543e-1	8.39076947916367666e-1	9.85190870292596443e-1
gene9620	2.35001685544033272e1	2.52561638047044013e-1	3.39270732728969071e-1	7.44425067306958788e-1	4.56619336010787191e-1	8.96548448015662802e-1
gene9621	5.21974662434733318e2	9.99768372608151601e-2	1.14731205096313391e-1	8.71400567760859945e-1	3.83535477114413548e-1	8.65373861885252893e-1
gene9622	2.06437909519232887e0	4.73598028657893300e-1	1.29388869380326277e0	3.66026869951075084e-1	7.14345023807617663e-1	9.70330844592246500e-1
gene9623	4.25639828526053498e3	-1.81957315532888686e-1	1.18335543061052942e-1	-1.53763874171778903e0	1.24136969314231502e-1	5.66758480019383781e-1
gene9624	1.46006094195173368e1	-4.45510583083283507e-1	4.45651630105125984e-1	-9.99683503857465516e-1	3.17463712612430948e-1	8.24833165958804515e-1
gene9625	6.67295624386390273e2	-8.06260487244829099e-2	1.42592553145729689e-1	-5.65429589033888957e-1	5.71781555687309595e-1	9.37400018368903631e-1
gene9626	4.93219339452512084e0	-7.48404904390247538e-1	6.94881706297186819e-1	-1.07702490597755052e0	2.81469156683020305e-1	7.94010252127344884e-1
gene9627	3.94214709129859386e1	-2.16607558452320853e-1	2.13461573652297260e-1	-1.01473794438125897e0	3.10230777275046388e-1	8.20189594098487573e-1
gene9628	3.08999359474193795e1	-2.80086618880986904e-1	3.13207289623751550e-1	-8.94253193204565089e-1	3.71186441937305545e-1	8.60159837368437485e-1
gene9629	8.19881799212465090e0	-6.83802958841451591e-1	6.66534700296537608e-1	-1.02590751619867881e0	3.04935195708137208e-1	8.14961812439304323e-1
gene9630	1.23995488438857410e3	1.38150825185377163e-1	1.18203146226622757e-1	1.16875759736978657e0	2.42501325409742841e-1	7.56189784711432500e-1
gene9631	7.57356219923557017e0	6.56148801746661459e-1	5.38516240163375959e-1	1.21843828061266635e0	2.23057480374394879e-1	7.30906529715159681e-1
gene9632	7.08235893804469129e2	1.45528256814812518e-2	1.26799691354518573e-1	1.14770197987257599e-1	9.08627231616166875e-1	9.93766132701380478e-1
gene9633	1.32332491206059274e2	-3.12860202239020890e-1	1.54059235203021283e-1	-2.03077862762806527e0	4.22774521265698658e-2	2.91538873159311707e-1
gene9634	4.60575673509726357e2	-1.08260729171801087e-1	1.26328385230435963e-1	-8.56978651110931078e-1	3.91456682297020631e-1	8.68570225391974815e-1
gene9635	5.23504565197977834e-1	1.72850918598461090e0	2.19946920773600540e0	7.85875601215544672e-1	4.31940355849082580e-1	8.86700588879661300e-1
gene9636	8.65192371425073929e1	-4.11868396442646556e-1	1.80830549949021507e-1	-2.27764830975052401e0	2.27475377942846571e-2	1.81116931962564481e-1
