gene	lfcA	lfcB
gene2899	0	0
gene2900	0	0
gene2901	0	0
gene2902	0	0
gene2903	0	0
gene2904	0	0
gene2905	-0.0861435332282604	0
gene2906	0	0
gene2907	0	0
gene2908	0	0
gene2909	0	0
gene2910	0	0
gene2911	0	-1.58138402531472
gene2912	0	0
gene2913	-2.19014671516834	0
gene2914	0	0
gene2915	0	0
gene2916	0	0
gene2917	0	0
gene2918	0	0
gene2919	0	0
gene2920	0	0
gene2921	0	0
gene2922	0	0
gene2923	0	0
gene2924	0	0
gene2925	0	0
gene2926	0	0
gene2927	0	0
gene2928	0	0
gene2929	0	0
gene2930	0	0
gene2931	0	0
gene2932	0	0
gene2933	0	0
gene2934	0	0
gene2935	0.897245028226619	0.874702347765261
gene2936	0	0
gene2937	0	0
gene2938	0	0
gene2939	0	0
gene2940	0	0
gene2941	0	0
gene2942	0	0
gene2943	0.493368134992241	0
gene2944	0	0
gene2945	0	0
gene2946	0	0
gene2947	0	0
gene2948	0	0
gene2949	0	0.764051625675119
gene2950	0	0
gene2951	0	0
gene2952	0	0
gene2953	0	0
gene2954	0	0
gene2955	0	0
gene2956	0	0
gene2957	0	-1.39385362533798
gene2958	0	0
gene2959	0	0
gene2960	0	0
gene2961	0	0
gene2962	0	0
gene2963	0	0
gene2964	0	0
gene2965	0	0.189933330589152
gene2966	0	0
gene2967	0	0
gene2968	0	0
gene2969	0	0
gene2970	0	0
gene2971	0	0
gene2972	0	0
gene2973	-0.827007871218479	0
gene2974	0.857058257495188	0
gene2975	0	1.80666447993729
gene2976	0	0
gene2977	-0.786552727448078	0
gene2978	0	0
gene2979	0	0
gene2980	0	0
gene2981	0	0
gene2982	0	0
gene2983	0	0
gene2984	0	0
gene2985	0	0
gene2986	-1.49163806731825	0
gene2987	0	0
gene2988	0	0
gene2989	0	0
gene2990	0	0
gene2991	0	0
gene2992	0	0
gene2993	0	0
gene2994	0	0
gene2995	0	0
gene2996	0	0
gene2997	0	0
gene2998	0	0
gene2999	0	0
gene3000	0	0
gene3001	0	0
gene3002	0	0
gene3003	0	0
gene3004	0	0
gene3005	0	0.311516882617173
gene3006	0	0
gene3007	0	0
gene3008	0	0
gene3009	0	0
gene3010	0	0
gene3011	0	0
gene3012	0	0
gene3013	0	0
gene3014	0	0
gene3015	0	0
gene3016	0	0
gene3017	0	0
gene3018	0	0
gene3019	0	0
gene3020	0	0
gene3021	0	0
gene3022	0	0
gene3023	0	0
gene3024	0	0
gene3025	0	0
gene3026	0	0
gene3027	0	0
gene3028	0	0
gene3029	0	0
gene3030	0	0
gene3031	0	0
gene3032	0	0
gene3033	0	0
gene3034	0	0
gene3035	0	0
gene3036	0	0
gene3037	0	0
gene3038	0	0
gene3039	0	0
gene3040	0	0
gene3041	0	0
gene3042	0	0
gene3043	0	0
gene3044	-0.149813287964402	1.15166451879035
gene3045	-0.318443192754042	0
gene3046	0	1.29489393932301
gene3047	0	0
gene3048	0	0
gene3049	0	0
gene3050	0	0
gene3051	0	0
gene3052	0	0
gene3053	0	0
gene3054	0	0
gene3055	0	0
gene3056	0	0
gene3057	0	0
gene3058	0	0
gene3059	0	0
gene3060	0	0
gene3061	0	0
gene3062	0	0
gene3063	0	0
gene3064	0	0
gene3065	0	0
gene3066	0	0
gene3067	0	0
gene3068	0	0
gene3069	0	0
gene3070	0	0
gene3071	0	0
gene3072	0	0
gene3073	0	0
gene3074	0	0
gene3075	0	-0.505638039420588
gene3076	0	0
gene3077	0	0
gene3078	0	0
gene3079	0	0
gene3080	-0.47642295929039	0
gene3081	0	0
gene3082	0	0
gene3083	0	0
gene3084	0	0
gene3085	0	0
gene3086	0	0
gene3087	0	0
gene3088	0	0
gene3089	0	0
gene3090	0	0
gene3091	0	0
gene3092	2.15678184293265	0
gene3093	0	0
gene3094	0	0
gene3095	0	0
gene3096	0	0
gene3097	0	0
gene3098	0	0
gene3099	0	0
gene3100	-1.03718834723676	-1.72059230270465
gene3101	1.02182546331004	0
gene3102	0	0
gene3103	0	0
gene3104	0	0
gene3105	0	-0.932841691152622
gene3106	0	0
gene3107	0	0
gene3108	0	0
gene3109	0	0
gene3110	0	0
gene3111	0	0
gene3112	0	-0.954988920995277
gene3113	0	0
gene3114	1.62462168611483	0
gene3115	0	0
gene3116	0	0
gene3117	0	0
gene3118	0	0
gene3119	0	0
gene3120	0	0
gene3121	0	0
gene3122	0	0
gene3123	0	0
gene3124	0	0
gene3125	0	0
gene3126	0	0
gene3127	0	0
gene3128	-0.680856854092088	0
gene3129	0	0
gene3130	0	0
gene3131	0	0
gene3132	0	0
gene3133	0	0
gene3134	0	0
gene3135	0	0
gene3136	0	0
gene3137	0	-1.25445790259323
gene3138	0	0
gene3139	0	1.08759760532497
gene3140	0	1.36565138735179
gene3141	0	0
gene3142	0	0
gene3143	0	-0.524591967304568
gene3144	0	0
gene3145	0	0
gene3146	0	0
gene3147	0	0.404517955232643
gene3148	0	0
gene3149	0	0
gene3150	0	0
gene3151	0	0
gene3152	0	0
gene3153	0	0
gene3154	0	0
gene3155	0	0
gene3156	0	0
gene3157	0	0
gene3158	0.912527440596695	0
gene3159	0	0
gene3160	0	0
gene3161	0	0
gene3162	0	0
gene3163	0	0
gene3164	0	0
gene3165	0	0
gene3166	0	0
gene3167	-0.860424558763177	0
gene3168	0	0
gene3169	0	0
gene3170	0	0
gene3171	0	0
gene3172	0	0
gene3173	0	0
gene3174	0	0
gene3175	0	0
gene3176	0	0
gene3177	0	0
gene3178	0	0
gene3179	0	0
gene3180	0	0
gene3181	0	0
gene3182	0	0
gene3183	0	0
gene3184	0	0
gene3185	0	0
gene3186	0	0
gene3187	0	0
gene3188	0	0
gene3189	0	0
gene3190	0	0
gene3191	0	0
gene3192	0	0
gene3193	0	0
gene3194	0	0
gene3195	0	0
gene3196	0	0
gene3197	0	-2.08486257900831
gene3198	0	0
gene3199	0	0
gene3200	0	0
gene3201	0	0
gene3202	0	0
gene3203	0	0
gene3204	0	0
gene3205	-2.11109768618671	0
gene3206	0	0
gene3207	0	0
gene3208	0	0
gene3209	0	0
gene3210	0	0.145202303195193
gene3211	0	0
gene3212	0	0
gene3213	0	0
gene3214	0	0
gene3215	0	0
gene3216	0	0
gene3217	0	0
gene3218	0	0
gene3219	0	0
gene3220	0	0
gene3221	0	0
gene3222	0	0
gene3223	0	0
gene3224	0	0
gene3225	0	0
gene3226	0	0
gene3227	1.75001505985138	0
gene3228	0	0
gene3229	-1.98872877023271	0
gene3230	0	0
gene3231	-2.97706038844836	0
gene3232	0	0
gene3233	0	0
gene3234	0	0
gene3235	0	0
gene3236	0	0
gene3237	0	0
gene3238	0	0
gene3239	0	0
gene3240	0	0.786162495852864
gene3241	0	0
gene3242	0	0
gene3243	0	0
gene3244	0	0
gene3245	0	0
gene3246	0	0
gene3247	0	0
gene3248	0	0
gene3249	0	0
gene3250	0	0
gene3251	0	0
gene3252	0	0
gene3253	0	-0.421341627977775
gene3254	0	0
gene3255	0	0
gene3256	0	0
gene3257	0	0
gene3258	0	0
gene3259	0	0
gene3260	0	0
gene3261	0.0558680181413113	0
gene3262	0	-0.205663037853311
gene3263	0	0
gene3264	0	0
gene3265	0	0
gene3266	0	0
gene3267	0	0
gene3268	0	0
gene3269	0	0
gene3270	0	0
gene3271	0	0
gene3272	0	0
gene3273	0	0
gene3274	0	0
gene3275	0	0
gene3276	0	0
gene3277	0	0
gene3278	0	0
gene3279	0	0.69597389939743
gene3280	0	0
gene3281	0	0
gene3282	0	0
gene3283	0	0
gene3284	0	0
gene3285	0	0
gene3286	0	0
gene3287	0	0
gene3288	0	0
gene3289	0	0
gene3290	0	0
gene3291	0	-0.0203401296870773
gene3292	0	0
gene3293	0	0
gene3294	0	-0.0791239812523009
gene3295	0	0
gene3296	0	-1.88645581671954
gene3297	0	0
gene3298	0	0
gene3299	0	0
gene3300	0	0
gene3301	0	0
gene3302	0	0
gene3303	0	0
gene3304	0	0
gene3305	0	0
gene3306	0	0.877229848456034
gene3307	0	0
gene3308	0	0
gene3309	0	0
gene3310	0	0
gene3311	0	0
gene3312	0	0
gene3313	0	0
gene3314	0	0
gene3315	0	0
gene3316	0	0
gene3317	0	0
gene3318	0	0
gene3319	0	0
gene3320	0	0
gene3321	0	0
gene3322	0	0
gene3323	0	0
gene3324	0	0
gene3325	0	0
gene3326	0	0
gene3327	0	0
gene3328	0	0
gene3329	0	0
gene3330	0	0
gene3331	0	0
gene3332	0	-1.94667130328876
gene3333	0	0
gene3334	-3.09176333069726	0.195698073718953
gene3335	0	0
gene3336	0	0
gene3337	0	0
gene3338	0	0
gene3339	0	0
gene3340	0	-1.32635862646203
gene3341	0	0
gene3342	0	0
gene3343	0	0
gene3344	0	0
gene3345	0	0
gene3346	0	0
gene3347	0	-1.4747523877329
gene3348	0	0
gene3349	0	0
gene3350	0	0
gene3351	0	0
gene3352	0	0
gene3353	0	0
gene3354	0	0
gene3355	0	-0.22727036789742
gene3356	0	0
gene3357	0	0
gene3358	0	0
gene3359	0	0
gene3360	0	0
gene3361	0	0
gene3362	0	0
gene3363	0	0
gene3364	0	0.0448481355370876
gene3365	0	0
gene3366	0	0
gene3367	0	0
gene3368	-0.53576555757423	0
gene3369	0	0
gene3370	0	0
gene3371	0	0
gene3372	0	0
gene3373	0	0
gene3374	0	0
gene3375	0	-0.155572490398108
gene3376	0	0
gene3377	0	0
gene3378	0	0
gene3379	0	0
gene3380	0	0
gene3381	0	0
gene3382	0	0
gene3383	0	0
gene3384	0	0.829565587569261
gene3385	0	0.45970538287465
gene3386	0	0
gene3387	0	0
gene3388	0	0
gene3389	0	0
gene3390	0	0
gene3391	0	0
gene3392	0	0
gene3393	0	0
gene3394	0	0
gene3395	0	0
gene3396	0	0
gene3397	-0.0361139635995268	0
gene3398	3.12368989411325	0
gene3399	0	0
gene3400	0	0
gene3401	0	-1.34161484285199
gene3402	0	0
gene3403	0	0
gene3404	0	0
gene3405	0	0
gene3406	0	0
gene3407	0	0
gene3408	0	0
gene3409	0	0
gene3410	0	0
gene3411	-0.447304632323051	0
gene3412	0	0
gene3413	0	0
gene3414	0	0
gene3415	0	0
gene3416	0	0
gene3417	0	2.34503948739882
gene3418	0	0
gene3419	0	0
gene3420	0	0
gene3421	0	0
gene3422	0	0
gene3423	0	0
gene3424	0	0
gene3425	0	0
gene3426	0	0
gene3427	0	0
gene3428	0	0
gene3429	2.42219103386801	0
gene3430	0	0
gene3431	0	0.290004182839641
gene3432	0	0
gene3433	0	0
gene3434	0	0
gene3435	0	0
gene3436	0	0
gene3437	0	0
gene3438	0	0
gene3439	0	0
gene3440	0	0
gene3441	0	0
gene3442	0	0
gene3443	0	0
gene3444	0	0
gene3445	0	0
gene3446	0	0
gene3447	0	0
gene3448	0	0
gene3449	0	0
gene3450	0	0
gene3451	0	0
gene3452	0.377017819768411	0
gene3453	0.711870775453782	0
gene3454	0	0
gene3455	0	0
gene3456	0	0
gene3457	0	0
gene3458	0	0
gene3459	0	0.50735407883984
gene3460	0	0
gene3461	0	0
gene3462	0	0
gene3463	0	0
gene3464	0	0
gene3465	0	0
gene3466	0	0
gene3467	0	0
gene3468	0	0
gene3469	0	0
gene3470	0	0
gene3471	0	0
gene3472	0	0
gene3473	0	0
gene3474	0	0
gene3475	0	0
gene3476	0.637113486470802	0
gene3477	0	0
gene3478	0	0
gene3479	0	0
gene3480	0	0
gene3481	0	0
gene3482	0	0
gene3483	0	0
gene3484	0	0
gene3485	0	0
gene3486	0	0
gene3487	0	0
gene3488	0	0
gene3489	0	0
gene3490	0	0
gene3491	0	0
gene3492	0	0
gene3493	0	0
gene3494	0.111037753897886	0
gene3495	-0.697295507755378	0
gene3496	0	0
gene3497	0	0
gene3498	0	0
gene3499	0	0
gene3500	0	0
gene3501	0	0
gene3502	0	0
gene3503	0	0
gene3504	0	0
gene3505	0	0
gene3506	0	-1.64451519397419
gene3507	0	0
gene3508	0	0
gene3509	0	0
gene3510	0	0
gene3511	0	0
gene3512	0.193683551552414	0
gene3513	0	0
gene3514	0	0
gene3515	0.795524802281893	0
gene3516	0	0
gene3517	0	0
gene3518	0	0
gene3519	0	0
gene3520	0	0
gene3521	0	0
gene3522	0	0
gene3523	0	0
gene3524	0	0
gene3525	0	0
gene3526	0.150510336311172	0
gene3527	0	0
gene3528	0	0
gene3529	0	0
gene3530	0	0
gene3531	0	0
gene3532	0	0
gene3533	0	0
gene3534	0	0
gene3535	0	0
gene3536	0	0
gene3537	0	0
gene3538	0	0
gene3539	0	0
gene3540	-0.666641358233517	0
gene3541	0	0
gene3542	0	0
gene3543	0	0
gene3544	0	0
gene3545	0	-1.19580554101496
gene3546	0	0
gene3547	0	0
gene3548	0	0
gene3549	0	0
gene3550	0	0
gene3551	0	0
gene3552	0	0
gene3553	0	0
gene3554	0	0
gene3555	0	0
gene3556	0	0.0122753635199976
gene3557	0	0
gene3558	0	0
gene3559	0	0.316048479300808
gene3560	0	0
gene3561	0	0
gene3562	0	0
gene3563	-0.365073525356636	0
gene3564	0	0
gene3565	0	0
gene3566	0	0
gene3567	0	0
gene3568	0	0
gene3569	0	0
gene3570	0	0
gene3571	0	0
gene3572	0	0
gene3573	0	0
gene3574	0	0
gene3575	0	0
gene3576	0	0
gene3577	0	0
gene3578	0	0
gene3579	0	0
gene3580	-0.815521284858511	0
gene3581	0	0
gene3582	0	0
gene3583	0	0
gene3584	1.97573284007555	0
gene3585	0	0
gene3586	0	0
gene3587	0	0
gene3588	0	0
gene3589	0	-1.43943063661473
gene3590	0	0
gene3591	0	0
gene3592	0	0
gene3593	0	0
gene3594	0	0
gene3595	0	0
gene3596	0	0
gene3597	0	-0.666144151529592
gene3598	0	0
gene3599	0	0
gene3600	0	-1.46713080674108
gene3601	0	0
gene3602	0	-1.65805770944007
gene3603	0	0
gene3604	0	0
gene3605	0	0
gene3606	0	0.747583454010671
gene3607	0	0
gene3608	0	0
gene3609	0	0
gene3610	0	0
gene3611	0	0
gene3612	0	0
gene3613	0	0
gene3614	0	0
gene3615	0	0
gene3616	0	1.88762499832828
gene3617	0	0
gene3618	0	-1.87622960425548
gene3619	0	0
gene3620	0	0
gene3621	0	0
gene3622	0	0
gene3623	0	0
gene3624	0	0
gene3625	0	0
gene3626	0	0
gene3627	0	0
gene3628	1.29705996954901	0
gene3629	0	0
gene3630	0	0
gene3631	0	0
gene3632	0	-0.102683179813012
gene3633	0	-1.13294020312137
gene3634	0	0
gene3635	0	0
gene3636	0	0
gene3637	0	0
gene3638	-1.30618087759037	0
gene3639	0	0
gene3640	0	0
gene3641	0	0
gene3642	0	0
gene3643	0	0
gene3644	0	0
gene3645	1.13349252369538	0
gene3646	0	0
gene3647	0	0
gene3648	0	-0.0370045029408736
gene3649	0	0
gene3650	0.495515706313429	0
gene3651	0	0
gene3652	0	0
gene3653	0	0
gene3654	0	0
gene3655	0.111369349763961	0
gene3656	0	0
gene3657	0	0
gene3658	0	0
gene3659	0	0
gene3660	0.253184243333996	0
gene3661	0	0
gene3662	0	0
gene3663	0	0
gene3664	0	0
gene3665	0	0
gene3666	0	0
gene3667	0	0
gene3668	0	0
gene3669	0	0
gene3670	0	0
gene3671	0	0
gene3672	0	0
gene3673	0	0
gene3674	0	0
gene3675	-1.7583561467962	0
gene3676	0	0
gene3677	0	-0.918088971870495
gene3678	0	0
gene3679	0	0
gene3680	0	0
gene3681	0	0
gene3682	0	0
gene3683	-1.06005846922517	0
gene3684	0	0
gene3685	0	0
gene3686	0	0
gene3687	0	0
gene3688	0	0
gene3689	0	0
gene3690	0	0
gene3691	0	0
gene3692	0	0
gene3693	0	0
gene3694	0	0
gene3695	0	0
gene3696	0	0
gene3697	0	0
gene3698	0	0
gene3699	0	0
gene3700	0	0
gene3701	0	0
gene3702	0	0
gene3703	-2.99778824089746	0
gene3704	0	0
gene3705	0	0
gene3706	0	0
gene3707	0	0
gene3708	0	0
gene3709	0	0
gene3710	0	0
gene3711	0	-2.72804561833059
gene3712	0	0
gene3713	0	0
gene3714	0	-0.495992953930358
gene3715	0.0434088861730587	0
gene3716	0	0
gene3717	0	2.0002513832934
gene3718	0	0
gene3719	0	-1.27371398595698
gene3720	0	0
gene3721	0	0
gene3722	0	0
gene3723	0	0
gene3724	0	0
gene3725	0	-1.55303902229038
gene3726	0	0
gene3727	0	0
gene3728	0	0
gene3729	0	0
gene3730	0	0
gene3731	0	0
gene3732	0	0
gene3733	0	0
gene3734	0	0
gene3735	0	0
gene3736	0	0
gene3737	0	0
gene3738	0	0
gene3739	0	0
gene3740	0	0
gene3741	0	0
gene3742	0	0
gene3743	0	0
gene3744	0	0
gene3745	0	-0.763349047235904
gene3746	0	0
gene3747	0	0
gene3748	0.415822268797108	0
gene3749	0	0
gene3750	0	0
gene3751	0	0
gene3752	0	0
gene3753	0	0.659822467580621
gene3754	-0.47516221537407	0
gene3755	0	0
gene3756	0	0
gene3757	0	0
gene3758	0	0
gene3759	0	0
gene3760	0	0
gene3761	0	0
gene3762	0	0
gene3763	0	0
gene3764	0	0
gene3765	0	0
gene3766	0	0
gene3767	0	0
gene3768	0	0
gene3769	0	0
gene3770	0	0
gene3771	0	0
gene3772	0	0
gene3773	0	0
gene3774	0	0
gene3775	0	0
gene3776	0	0
gene3777	0	0
gene3778	1.9832126552355	0
gene3779	0	0
gene3780	0	0
gene3781	0	0
gene3782	0	0
gene3783	0	-0.66491902855934
gene3784	0	0
gene3785	1.79441517204518	0
gene3786	0	0
gene3787	0	0
gene3788	-0.902511906170706	0
gene3789	0	0
gene3790	0	0
gene3791	0	0
gene3792	0	0
gene3793	0	0
gene3794	0	0
gene3795	0	0
gene3796	0	0
gene3797	0	0
gene3798	0	0
gene3799	0	0
gene3800	0	0
gene3801	0	0
gene3802	0	0
gene3803	0	0
gene3804	0	-1.75059253493705
gene3805	0	0
gene3806	0	0
gene3807	0	0
gene3808	0	0
gene3809	0	0
gene3810	0	0
gene3811	0	0
gene3812	0	0
gene3813	0	0
gene3814	0	-2.87290678512692
gene3815	0	0
gene3816	0	0.88777942384779
gene3817	0	0
gene3818	0	0
gene3819	0	0
gene3820	0	0
gene3821	0	0
gene3822	0	0.364802613846474
gene3823	0	0
gene3824	0	0
gene3825	0.178949442462474	0
gene3826	0	0
gene3827	0	0
gene3828	0	0
gene3829	0	0
gene3830	0	0
gene3831	0	0
gene3832	0	0
gene3833	0	0.961570705403074
gene3834	0	0
gene3835	0	0
gene3836	0	0
gene3837	0	0
gene3838	0	0
gene3839	0	0
gene3840	0	0
gene3841	0	0
gene3842	0	1.26721367622549
gene3843	0	0
gene3844	0	0
gene3845	0	0
gene3846	0	0
gene3847	0	0
gene3848	0	0
gene3849	0	-0.279824799323594
gene3850	0	0
gene3851	0	0
gene3852	0	0
gene3853	0	0
gene3854	0	0
gene3855	0	0
gene3856	0	0
gene3857	0	0
gene3858	0	0
gene3859	0	0
gene3860	0	0
gene3861	0	0
gene3862	0.565559460262592	0
gene3863	0	0
gene3864	0	0
gene3865	0	0
gene3866	0	0
gene3867	0	0
gene3868	0	0
gene3869	0	0
gene3870	0	0
gene3871	0	0
gene3872	0	0
gene3873	0	0
gene3874	0	0
gene3875	0	0
gene3876	0	0
gene3877	0	0
gene3878	0	0
gene3879	0	0
gene3880	0	0
gene3881	0	0
gene3882	0	0
gene3883	0	0
gene3884	0	0
gene3885	0	0
gene3886	0	0
gene3887	0	0
gene3888	0	0
gene3889	0	0
gene3890	0	0
gene3891	0	0
gene3892	0	0
gene3893	0	0
gene3894	0	0
gene3895	0	0
gene3896	0	0
gene3897	0	0
gene3898	0	1.45510635019043
gene3899	0	0
gene3900	0	0
gene3901	0	0
gene3902	0	0
gene3903	0	0
gene3904	0	0
gene3905	0	0
gene3906	0	0
gene3907	0	0
gene3908	0	0
gene3909	0	1.75260259554947
gene3910	0	0
gene3911	0	0
gene3912	0	0
gene3913	0	0
gene3914	0	0
gene3915	0	-2.24854886129596
gene3916	0	0
gene3917	0	0
gene3918	0	0
gene3919	0	0
gene3920	0	0
gene3921	0	0
gene3922	0	0
gene3923	0	0
gene3924	0	0
gene3925	0	-1.16850837850336
gene3926	0	0
gene3927	0	0
gene3928	0	1.1112149860905
gene3929	0	0
gene3930	0	0
gene3931	-0.0374230106310586	0
gene3932	-2.75185260262293	0
gene3933	0	-0.573219384356727
gene3934	0	0
gene3935	0	0
gene3936	-1.21208998778255	0
gene3937	0	0
gene3938	0	0
gene3939	0	0
gene3940	0	0
gene3941	0	0
gene3942	0	0
gene3943	0	0
gene3944	0	0
gene3945	0	0
gene3946	0	0
gene3947	0	0
gene3948	0	0
gene3949	0	0
gene3950	0	0
gene3951	0	0
gene3952	-0.111572302006998	0
gene3953	0	0
gene3954	0	0
gene3955	0	0
gene3956	0	0
gene3957	0.397136957453577	0
gene3958	0	0
gene3959	0	0
gene3960	0	0
gene3961	0	0
gene3962	0	0
gene3963	0	0
gene3964	0	0
gene3965	0	0
gene3966	0	0
gene3967	0	0
gene3968	0	0
gene3969	0	0
gene3970	0	0
gene3971	0	0
gene3972	0	0
gene3973	0	0
gene3974	1.21107180728761	0
gene3975	0	0
gene3976	0	0
gene3977	0	0
gene3978	0	0
gene3979	0	0
gene3980	0	0
gene3981	0	0
gene3982	0	0
gene3983	0	0
gene3984	0	0
gene3985	0	0
gene3986	0	0
gene3987	0	0
gene3988	0	0
gene3989	0	0
gene3990	0	0
gene3991	0	0
gene3992	0	0
gene3993	0	0
gene3994	0	0
gene3995	0	0
gene3996	0	0
gene3997	0	0
gene3998	0.773118467263203	0
gene3999	0	0
gene4000	0	0
gene4001	0	0
gene4002	0	0
gene4003	0	0
gene4004	0	0
gene4005	0	0
gene4006	0	0
gene4007	0	0
gene4008	0	0
gene4009	0	0
gene4010	0	0
gene4011	0	0
gene4012	0	0
gene4013	0	0
gene4014	0	-2.21169446797429
gene4015	0	1.15386282709209
gene4016	0	0
gene4017	0	0
gene4018	0	0
gene4019	0	0
gene4020	0	0
gene4021	0	0
gene4022	0	0
gene4023	0	0
gene4024	0	0
gene4025	0	0
gene4026	0	0
gene4027	0	0
gene4028	0	0
gene4029	0	0
gene4030	0	0
gene4031	0	0
gene4032	0	0
gene4033	0	0
gene4034	0	0
gene4035	0	0
gene4036	0	0
gene4037	0	0
gene4038	0	0
gene4039	0	0
gene4040	0	0
gene4041	0	0
gene4042	0	0.124257630308404
gene4043	0	0
gene4044	0	0
gene4045	0	-1.74265748966443
gene4046	0	0
gene4047	0	0
gene4048	0	0
gene4049	0	0
gene4050	0	0
gene4051	-0.967658862514841	0
gene4052	0	0
gene4053	0	0
gene4054	0	0
gene4055	0	0
gene4056	0	0
gene4057	0	0
gene4058	0	0
gene4059	0	0
gene4060	0	0
gene4061	0	0
gene4062	-0.167398940015278	2.21555938147139
gene4063	0	0
gene4064	0	0
gene4065	0	0
gene4066	0	0
gene4067	0	0
gene4068	0	0
gene4069	0	0
gene4070	0	0
gene4071	0	-0.541249242041316
gene4072	0	0
gene4073	0	0
gene4074	0	0
gene4075	0	0
gene4076	0	0
gene4077	0	0
gene4078	0	0
gene4079	0	0
gene4080	0	0
gene4081	0.354502496410788	0
gene4082	0	0
gene4083	0	0
gene4084	-0.576143585600079	0
gene4085	0	0
gene4086	0	1.895169317285
gene4087	0	0
gene4088	0	0
gene4089	0	0
gene4090	0	0
gene4091	0	0
gene4092	0	0
gene4093	0	0
gene4094	0	0
gene4095	0	0
gene4096	-1.24210504847456	0
gene4097	0	0
gene4098	0	0
gene4099	0	0
gene4100	0	0
gene4101	0	0
gene4102	0	0
gene4103	0	0
gene4104	0	0
gene4105	0	0
gene4106	0	0
gene4107	0	0
gene4108	-0.0174020370716339	0
gene4109	0	0
gene4110	0	0
gene4111	2.3034514141612	0
gene4112	0	0
gene4113	0	0
gene4114	0	0
gene4115	0	0
gene4116	0	0
gene4117	0.606427061689933	0
gene4118	1.08375462210956	0
gene4119	0	0
gene4120	0	0
gene4121	0	0
gene4122	0	0.804545061283262
gene4123	0	0
gene4124	0	-0.212660777376541
gene4125	0	0
gene4126	0	0
gene4127	0	0
gene4128	0	0
gene4129	0	0
gene4130	0	0
gene4131	-0.565169641931774	0
gene4132	0	0
gene4133	0	0
gene4134	0	0
gene4135	0	0
gene4136	0	0
gene4137	0	0
gene4138	0	0
gene4139	0	0
gene4140	0	0
gene4141	0	0
gene4142	0	0
gene4143	-0.650373182804648	0
gene4144	0	0
gene4145	0	0
gene4146	0	0
gene4147	0	0
gene4148	0	0
gene4149	0	0
gene4150	0	0
gene4151	0	1.32481497732234
gene4152	0	0
gene4153	0	0
gene4154	0	0
gene4155	0.043458307149981	0
gene4156	0	0
gene4157	0	0
gene4158	0	0
gene4159	0	0
gene4160	0	0
gene4161	0	0
gene4162	0	0
gene4163	0	0
gene4164	-0.394247890612814	0
gene4165	0	-0.769361466097883
gene4166	0	0
gene4167	0	0
gene4168	0	0
gene4169	0.873856760597061	0
gene4170	0	0
gene4171	0	0
gene4172	0	0
gene4173	0	-0.0171153742937107
gene4174	0	0
gene4175	0	0
gene4176	0	0
gene4177	0	0
gene4178	0	0
gene4179	0	0
gene4180	0	0
gene4181	0	0
gene4182	0	0
gene4183	0	0
gene4184	0	0
gene4185	0	0
gene4186	0	0
gene4187	0	0
gene4188	0	0
gene4189	0	0
gene4190	0	0
gene4191	0	0
gene4192	0	0
gene4193	0	0
gene4194	0	0
gene4195	0	0
gene4196	0	0
gene4197	-1.42817834120444	0
gene4198	0	0
gene4199	0	0
gene4200	0	0
gene4201	0	0
gene4202	0	0
gene4203	0	0
gene4204	0	0
gene4205	1.42026610388837	0
gene4206	0	0
gene4207	0	0
gene4208	0	0
gene4209	0	0
gene4210	0	0.794994811270031
gene4211	0	0
gene4212	0	0
gene4213	0	0
gene4214	0	0
gene4215	0	1.24270807573884
gene4216	0	0
gene4217	0	0
gene4218	0	0
gene4219	0	0.00238139343806263
gene4220	0	0
gene4221	0	0
gene4222	0	0
gene4223	0	0
gene4224	0	0
gene4225	0	0
gene4226	0	0
gene4227	0	1.32970322661885
gene4228	0	0
gene4229	0	0
gene4230	0	0
gene4231	0	0
gene4232	0	0
gene4233	0	0
gene4234	0	0
gene4235	0.604418997517453	0
gene4236	0	0
gene4237	1.37946486753712	0
gene4238	0	0
gene4239	0	0
gene4240	0	0
gene4241	0	0
gene4242	0	0
gene4243	0	0
gene4244	0	1.42045078663341
gene4245	0	0.40231134500412
gene4246	0	0
gene4247	0	0
gene4248	0	0
gene4249	0	0
gene4250	0	0.459947097184467
gene4251	0	0
gene4252	0	0
gene4253	0	0
gene4254	0	0
gene4255	0	0
gene4256	-0.95788744760325	0
gene4257	0	0
gene4258	0	0
gene4259	0	0
gene4260	0	0
gene4261	0	0
gene4262	0	0
gene4263	0	0
gene4264	0	0
gene4265	0	0
gene4266	0	0
gene4267	0	0
gene4268	0	0
gene4269	0	0
gene4270	0	0.214352296796159
gene4271	0	0
gene4272	0.642534744069304	0
gene4273	0	0
gene4274	0	0
gene4275	0	0
gene4276	0	0
gene4277	0	0
gene4278	0	0
gene4279	0	0
gene4280	0	0
gene4281	0	0
gene4282	0	0
gene4283	0	0
gene4284	0	0
gene4285	0	0
gene4286	0	0
gene4287	0	0
gene4288	0	2.02714844331575
gene4289	0	0
gene4290	0	0
gene4291	-0.28642944632922	1.48128606620827
gene4292	0	0
gene4293	0	0
gene4294	0	0
gene4295	0	0
gene4296	-1.37163210339746	0
gene4297	0	0
gene4298	0	0
gene4299	0	0
gene4300	0	0
gene4301	0	0
gene4302	0	0
gene4303	0	0
gene4304	0	0
gene4305	1.2535914811931	0
gene4306	0	0
gene4307	0	0
gene4308	0	0
gene4309	0	0
gene4310	0	0
gene4311	0	-0.271281232358859
gene4312	0	0
gene4313	0	0
gene4314	0	0
gene4315	0	0
